Tab.1.10.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bevölkerung, Erwerbstätigkeit und Bruttoinlandsprodukt (regionale Strukturdaten) 1);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;1991;2000;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025;1991;2000;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025
Kategorie;Land;Tsd.;Tsd.;Tsd.;Tsd.;Tsd.;Tsd.;Tsd.;Tsd.;Tsd.;Tsd.;Tsd.;Tsd.;Tsd.;Tsd.;Tsd.;Tsd.;Tsd.;Tsd.;Tsd.;Tsd.;Anteile (%);Anteile (%);Anteile (%);Anteile (%);Anteile (%);Anteile (%);Anteile (%);Anteile (%);Anteile (%);Anteile (%);Anteile (%);Anteile (%);Anteile (%);Anteile (%);Anteile (%);Anteile (%);Anteile (%);Anteile (%);Anteile (%);Anteile (%)
Bruttoinlandsprodukt (nominal);Hessen;150,4;195,5;234,1;224,8;232,1;243,2;243,9;250;260,6;268,1;278,8;288,4;294,7;303,3;294,4;314;335,9;358,9;371,4;382,4;9,4;9,2;9;9;8,9;8,9;8,7;8,7;8,7;8,7;8,7;8,7;8,6;8,6;8,5;8,5;8,4;8,5;8,6;8,6
Bruttoinlandsprodukt (nominal);Mecklenburg-Vorpommern;14,4;29,7;34,5;34,4;35,3;36,8;37,2;38,3;40;40,7;41,7;45;45,3;48,3;47,3;50,2;56,3;59,2;60,8;63,6;0,9;1,4;1,3;1,4;1,4;1,3;1,3;1,3;1,3;1,3;1,3;1,4;1,3;1,4;1,4;1,4;1,4;1,4;1,4;1,4
Bruttoinlandsprodukt (nominal);Niedersachsen;145,2;185,8;225,4;216,8;230,3;243,7;249,5;252,5;263,8;266,4;285,9;292,7;304,3;314,8;306,8;321,8;347,6;369,8;385,2;399,4;9,1;8,7;8,7;8,7;8,8;8,9;8,9;8,8;8,8;8,6;8,9;8,8;8,9;8,9;8,9;8,7;8,7;8,8;8,9;8,9
Bruttoinlandsprodukt (nominal);Nordrhein-Westfalen;381,6;470;570,6;549,9;565,1;588,5;594,5;605,8;630,6;651,2;665,6;694,9;717,5;732,4;717,8;760,1;813,5;858,8;879,8;909,4;24;22,1;22;22;21,6;21,4;21,2;21,1;21,1;21,1;20,8;20,8;20,9;20,7;20,8;20,6;20,4;20,4;20,3;20,3
Bruttoinlandsprodukt (nominal);Rheinland-Pfalz;76,6;94,7;112,1;108,4;114,8;119,4;122,5;125,5;130,8;135,5;139,4;142,2;145,1;149,7;147,1;167,2;177;177;180,8;185,3;4,8;4,4;4,3;4,3;4,4;4,3;4,4;4,4;4,4;4,4;4,4;4,3;4,2;4,2;4,3;4,5;4,4;4,2;4,2;4,1
Bruttoinlandsprodukt (nominal);Saarland;21,6;25,7;32,2;29,2;30,7;32,5;32,6;32,3;33,8;34,6;35;36,4;36,8;37;35,5;37,1;40,2;42,8;42,2;43,2;1,4;1,2;1,2;1,2;1,2;1,2;1,2;1,1;1,1;1,1;1,1;1,1;1,1;1;1;1;1;1;1;1
Bruttoinlandsprodukt (nominal);Sachsen;37;76,6;95,3;92,7;96,6;101;102,9;105,6;110,6;115,3;119,1;124;127,6;132,5;129,4;136;148,5;158,3;163;168;2,3;3,6;3,7;3,7;3,7;3,7;3,7;3,7;3,7;3,7;3,7;3,7;3,7;3,7;3,8;3,7;3,7;3,8;3,8;3,8
Bruttoinlandsprodukt (nominal);Sachsen-Anhalt;20,7;43;51,2;49;51,9;52,9;55,1;55,6;56,7;57,7;59,2;61,4;62,5;65,4;64,3;67,7;74,3;78,2;79,5;81,8;1,3;2;2;2;2;1,9;2;1,9;1,9;1,9;1,9;1,8;1,8;1,8;1,9;1,8;1,9;1,9;1,8;1,8
Bruttoinlandsprodukt (nominal);Schleswig-Holstein;51,3;64,4;73,9;72;73,6;76,6;79,3;80,3;83;85,2;87,8;93,3;96,1;100,4;100;106,5;119,1;122,5;126,3;131,2;3,2;3;2,9;2,9;2,8;2,8;2,8;2,8;2,8;2,8;2,7;2,8;2,8;2,8;2,9;2,9;3;2,9;2,9;2,9
Bruttoinlandsprodukt (nominal);Thüringen;17,2;40;48;46,2;48,8;51,6;52,2;54,2;56,9;58,3;60,1;62,2;63,2;64,9;63,9;66,8;72,1;76,7;77,7;80,6;1,1;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,8;1,8;1,9;1,8;1,8;1,8;1,8;1,8
Bruttoinlandsprodukt (nominal);Länder insgesamt;1591,6;2129,7;2589,3;2494;2615,3;2746,9;2799,3;2866,5;2984,5;3087;3195,2;3333,1;3434;3537,3;3450,7;3682,3;3989,4;4219,3;4329;4469,9;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Quelle: Arbeitskreis ""Volkswirtschaftliche Gesamtrechnungen der Länder"", ""Reihe 1, Länderergebnisse Band 1""; Deutsches Zentrum für Hochschul- und Wissenschaftsforschung, Berechnungen";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Anmerkungen:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1) Gemäß Europäischem System volkswirtschaftlicher Gesamtrechnungen (ESVG) 2010, Revision 2024. Berechnungsstand August 2025/Februar 2026.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2) Jahresdurchschnitt auf Basis des Zensus.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3) Jahresdurchschnitt.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Auswertung aus der ICE-Datenbank des BMBF (ICE = Information, Controlling, Entscheidung);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ein System des Deutschen Zentrums für Hochschul- und Wissenschaftsforschung (DZHW), http://www.dzhw.eu;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Letzte Aktualisierung: 31. März 2026;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dieses Werk ist lizenziert unter einer Datenlizenz Deutschland Namensnennung 2.0.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
(https://www.govdata.de/dl-de/by-2-0);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
